"gene","baseMean","log2FoldChange","lfcSE","pvalue","padj","gene.y","product"
"A1F92_RS04115",94.2505323096325,-1.20248086085921,0.216091626872354,1.31695712612437e-08,2.80113255584037e-08,NA,"helix-turn-helix domain-containing protein"
"A1F92_RS04120",55.7273498963954,0.911154730785789,0.255104363742561,0.000217721562072703,0.000362947348500972,NA,"SEC10/PgrA surface exclusion domain-containing protein"
"A1F92_RS04150",273.514268809933,-0.870301967973555,0.130979480326431,2.06540987118964e-11,4.99664729962272e-11,NA,"acyltransferase family protein"
"A1F92_RS04155",1765.5813277269,2.73283798670112,0.0820854313432547,7.64131957422754e-244,3.58794687280775e-242,NA,"GlsB/YeaQ/YmgE family stress response membrane protein"
"A1F92_RS04160",3174.22236396165,2.65593397069917,0.111728712977346,1.01445806545661e-125,1.80678479589083e-124,"amaP","alkaline shock response membrane anchor protein AmaP"
"A1F92_RS04165",850.537075469095,2.99137500974297,0.116526430457362,3.61185668398204e-146,7.31578030304598e-145,NA,"hypothetical protein"
"A1F92_RS04170",3030.88468759512,3.05941073333394,0.104688485634763,1.38107451624761e-188,4.19602933906994e-187,NA,"Asp23/Gls24 family envelope stress response protein"
"A1F92_RS04175",3538.98788106135,3.67483795597123,0.101606248754927,2.34432335080865e-287,1.39712655079923e-285,NA,"Asp23/Gls24 family envelope stress response protein"
"A1F92_RS04195",9.93876277818068,-2.28514465366167,0.826302015221605,0.00153695270332294,0.00241777483634406,NA,"hypothetical protein"
"A1F92_RS04225",7.35160299508478,2.77314149260391,0.850600624674387,0.000125393463080657,0.000213162008824442,NA,"restriction endonuclease subunit S"
"A1F92_RS04235",29.1655300973003,-1.82493834875638,0.447950435331361,1.40918890902795e-05,2.55683631679017e-05,NA,"histidine phosphatase family protein"
"A1F92_RS04250",39.7353184891056,2.05210344435287,0.363314777491651,3.23576365234093e-09,7.13710431217404e-09,NA,"kinase"
"A1F92_RS04255",66.9315387215295,2.77040741831829,0.254193381657003,1.56944292704234e-28,6.49359630294288e-28,NA,"helix-turn-helix domain-containing protein"
"A1F92_RS04260",77.4438752184152,2.59521235161972,0.236270996668871,6.68376273481247e-29,2.7840027842989e-28,NA,"helix-turn-helix domain-containing protein"
"A1F92_RS04265",89.8732743068388,2.82896464031312,0.234471945265683,2.41348172648459e-34,1.16320060192469e-33,NA,"LysR family transcriptional regulator"
"A1F92_RS04270",75.2958733309305,2.73685216810867,0.273050216597094,1.83716241906879e-24,6.92623641933598e-24,NA,"FAD-binding protein"
"A1F92_RS04275",324.347977957923,2.22061809126033,0.121206598652771,1.08439153226998e-75,1.05016542453271e-74,NA,"MarR family winged helix-turn-helix transcriptional regulator"
"A1F92_RS04290",117.150715364403,-1.08571995124964,0.203082799202449,4.97563291437003e-08,1.02659696415664e-07,"asnA","aspartate--ammonia ligase"
"A1F92_RS04300",114.840708537545,2.69138275734619,0.20058117568103,7.39777662585757e-42,4.26128434266405e-41,NA,"hypothetical protein"
"A1F92_RS04305",36.1721230748327,2.78458162966928,0.350957311685275,2.79571476564105e-16,8.35479272779326e-16,NA,"hypothetical protein"
"A1F92_RS04315",248.370124700675,-1.02815830005881,0.150580029020251,5.00257883161788e-12,1.24422085065681e-11,"recQ","DNA helicase RecQ"
"A1F92_RS04320",302.721677446233,-0.735739974738694,0.144501274846316,2.58195568315778e-07,5.13573855077405e-07,NA,"RluA family pseudouridine synthase"
"A1F92_RS04325",39.8089375744964,-1.66210206910607,0.364035305692932,1.63545184461915e-06,3.12662878869509e-06,NA,"metalloregulator ArsR/SmtB family transcription factor"
"A1F92_RS04340",266.698367759307,-1.19610477591242,0.145209094194657,8.81047827081765e-17,2.66117662390486e-16,NA,"YibE/F family protein"
"A1F92_RS04350",881.846703691856,1.37398165067739,0.0833232576203347,1.70956578949916e-61,1.33114180443666e-60,NA,"GNAT family N-acetyltransferase"
"A1F92_RS04355",313.192539535149,0.699878909821304,0.113817846260833,5.96791851168105e-10,1.36693122451586e-09,NA,"histidine phosphatase family protein"
"A1F92_RS04375",717.25662003106,-2.29881909909955,0.124083048211814,2.76389974525685e-77,2.75328868108363e-76,NA,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase"
"A1F92_RS04380",1656.61799683389,-2.09799204692776,0.114936280718743,3.24361281626465e-75,3.10245559185313e-74,"dapG","aspartate kinase"
"A1F92_RS04385",2406.54313415824,-2.56372951169854,0.0851263656695217,5.10521507733073e-200,1.71968060050521e-198,"asnB","asparagine synthase (glutamine-hydrolyzing)"
"A1F92_RS04390",15.5283974695826,-3.47573844245607,0.859582120928186,2.11995454046237e-05,3.79096313958042e-05,NA,"AzlD domain-containing protein"
"A1F92_RS04395",32.5419548455668,-3.75707272070514,0.622929053601968,7.9572015087796e-10,1.81185653752447e-09,NA,"AzlC family ABC transporter permease"
"A1F92_RS04400",292.506950276668,-3.20726346286964,0.219836256761189,5.23023242789315e-49,3.40514501975649e-48,NA,"helix-turn-helix domain-containing protein"
"A1F92_RS04425",43.4071050524936,-1.19223250462861,0.314173494255605,7.22534031870365e-05,0.000125161149511809,NA,"hypothetical protein"
"A1F92_RS04435",67.3702316977204,-1.58550385793883,0.300217884726222,4.50395920487716e-08,9.33630071967513e-08,NA,"DUF4811 domain-containing protein"
"A1F92_RS04440",137.766359330995,-1.79024451181207,0.207926853251416,2.29674392136827e-18,7.27028540584298e-18,NA,"MDR family MFS transporter"
"A1F92_RS04450",239.050662922435,-1.08416937114378,0.153105666151031,8.18530673866545e-13,2.11033823486891e-12,NA,"hypothetical protein"
"A1F92_RS04455",1384.84940186345,2.1005039882873,0.102672113397937,1.03532667679519e-93,1.2885451290716e-92,NA,"metal-dependent transcriptional regulator"
"A1F92_RS04460",20699.518069016,-2.17868115211192,0.116485024772328,9.01812079346685e-79,9.22348394024877e-78,NA,"cold-shock protein"
"A1F92_RS04465",330.21988220511,1.63530722134165,0.278347513200286,1.07083200688869e-09,2.41697624861476e-09,NA,"threonine/serine exporter family protein"
"A1F92_RS04470",199.359579752833,0.841726780135436,0.143239872794507,2.80948189956146e-09,6.21898886195784e-09,NA,"threonine/serine exporter family protein"
"A1F92_RS04475",306.851712224054,-2.33097939387315,0.156853942484365,1.48744895196916e-50,9.95594881674388e-50,NA,"LCP family protein"
"A1F92_RS04480",157.128306953239,-3.1430924116768,0.261505104021405,7.91585926639489e-34,3.74522868191722e-33,NA,"phosphatase PAP2 family protein"
"A1F92_RS04485",605.687690690105,1.37610647460329,0.101340093437716,1.96391601051873e-42,1.13973328026171e-41,NA,"alpha/beta hydrolase"
"A1F92_RS04490",33.2802709224079,-1.11730662417222,0.349360744009065,0.000718967590084113,0.00116592389412384,NA,"GNAT family N-acetyltransferase"
"A1F92_RS04505",504.143540269996,-2.0821910195503,0.138652664949642,1.45463576477873e-51,9.79981790228106e-51,NA,"amino acid permease"
"A1F92_RS04510",1123.61946525072,1.09055580619891,0.0943675795487,3.77852447077611e-31,1.66804093090244e-30,NA,"D-alanyl-D-alanine carboxypeptidase family protein"
"A1F92_RS04515",134.533305240548,-1.50760287308686,0.223151861124955,5.57077902725462e-12,1.38332084979664e-11,NA,"deoxynucleoside kinase"
"A1F92_RS04520",1292.9674226362,-1.03130778957087,0.107928493850874,6.60667935535645e-22,2.33190197292137e-21,"serS","serine--tRNA ligase"
"rna-A1F92_RS04525",206.922648198752,-2.35793305940776,0.206748456436705,9.68555444526736e-31,4.25149195834045e-30,NA,NA
"rna-A1F92_RS04530",10.425223874466,-2.73494737057223,0.958450466734753,0.00104323392779457,0.00166134734955568,NA,NA
"rna-A1F92_RS04540",22.9709994003843,-4.12070948476472,0.855556781683017,7.53611793724558e-07,1.465146140999e-06,NA,NA
"rna-A1F92_RS04555",3.12845595415648,-3.30897014913842,2.38479971544441,0.00489103584905348,0.00732591594790563,NA,NA
"A1F92_RS04565",4090.79866681551,0.599029407274746,0.104610154311382,8.54503206585899e-09,1.83513890312523e-08,NA,"ATP-dependent Clp protease ATP-binding subunit"
"A1F92_RS04570",1136.67483007129,3.38460448282815,0.127662556375743,7.7644922676547e-156,1.78238233610829e-154,NA,"TetR/AcrR family transcriptional regulator"
"A1F92_RS04575",22338.0562110768,1.20264665254862,0.05683037168552,1.03289409212819e-99,1.40392052259002e-98,NA,"DNA-directed RNA polymerase subunit beta"
"A1F92_RS04580",43413.0608467293,1.67593377751646,0.0609810701342173,8.50354661082581e-167,2.10819927575594e-165,"rpoC","DNA-directed RNA polymerase subunit beta'"
"A1F92_RS04585",28.4050814964526,-1.00614906867439,0.373691186918003,0.0040362184112571,0.00609860597585848,NA,"prepilin peptidase"
"A1F92_RS04590",6860.47058847449,-0.654762260842905,0.100155486788957,4.88103342939066e-11,1.16625463359149e-10,"rpsL","30S ribosomal protein S12"
"A1F92_RS04595",11501.9673332185,0.708764910716894,0.0945937750802769,5.17448308841752e-14,1.39441070356573e-13,"rpsG","30S ribosomal protein S7"
"A1F92_RS04600",45216.765193714,0.964811574136273,0.0825230138090895,8.65396313783584e-32,3.88113339568065e-31,"fusA","elongation factor G"
"A1F92_RS04605",4914.06908049773,-2.34176953832351,0.137843419181377,1.66024611005349e-65,1.37938410055114e-64,"rpsJ","30S ribosomal protein S10"
"A1F92_RS04610",7254.75903815551,-0.846008948935847,0.123270576287608,4.41266133369525e-12,1.1001478256735e-11,"rplC","50S ribosomal protein L3"
"A1F92_RS04615",5988.53064403085,-0.699019394788722,0.0717345648095295,1.4664933941434e-22,5.26002665329907e-22,"rplD","50S ribosomal protein L4"
"A1F92_RS04645",5520.86917024822,1.18607866575468,0.0802358700931926,9.20277281041506e-50,6.05507281092915e-49,"rplP","50S ribosomal protein L16"
"A1F92_RS04650",2969.27872224114,0.956852321161124,0.0737311450264513,1.00341773831874e-38,5.39859647751697e-38,"rpmC","50S ribosomal protein L29"
"A1F92_RS04655",5227.01452118031,1.47623056314172,0.118737662750993,6.49648103060992e-36,3.24196372203867e-35,"rpsQ","30S ribosomal protein S17"
"A1F92_RS04660",6106.42453584362,1.38713380816076,0.0646125340805088,1.20273695930954e-102,1.72559344300939e-101,"rplN","50S ribosomal protein L14"
"A1F92_RS04665",6766.89911944145,1.27161032169739,0.0584619249251228,2.96597622962252e-105,4.50566683117656e-104,"rplX","50S ribosomal protein L24"
"A1F92_RS04670",9997.17050810945,1.6700382894954,0.0850324529839052,5.87112112744317e-85,6.49807299069514e-84,"rplE","50S ribosomal protein L5"
"A1F92_RS04675",5011.96170350014,1.61265185702296,0.152685475310664,1.41987283516531e-26,5.63404086578399e-26,NA,"type Z 30S ribosomal protein S14"
"A1F92_RS04680",6735.5099707338,1.64343252256023,0.0832088852651459,2.4362510473469e-87,2.78595645598821e-86,"rpsH","30S ribosomal protein S8"
"A1F92_RS04685",10582.0766941519,1.65632656619333,0.0879684600928445,1.32989119064934e-79,1.36921355475824e-78,"rplF","50S ribosomal protein L6"
"A1F92_RS04690",9063.61030536521,1.74574922526559,0.0843460393747938,1.0149576945875e-95,1.31056412313611e-94,"rplR","50S ribosomal protein L18"
"A1F92_RS04695",14284.2415264417,1.99901721705604,0.0674700543691286,1.80719567778858e-193,5.89526253207032e-192,"rpsE","30S ribosomal protein S5"
"A1F92_RS04700",3750.61943842276,1.79738963110597,0.0720533106004071,6.50961256978298e-138,1.23007861913155e-136,"rpmD","50S ribosomal protein L30"
"A1F92_RS04705",12746.589183837,2.65089233727024,0.124670875401764,2.04940311980191e-101,2.87380102636475e-100,"rplO","50S ribosomal protein L15"
"A1F92_RS04710",42747.8034011397,2.45145305364797,0.101886074141048,9.84290945458527e-129,1.77344048835812e-127,"secY","preprotein translocase subunit SecY"
"A1F92_RS04715",9118.66582396067,2.18284366184185,0.115038079461303,5.30658019946534e-81,5.5557743372105e-80,NA,"adenylate kinase"
"A1F92_RS04720",4137.12075263312,1.47253237721461,0.0915464358991094,1.15478593069243e-58,8.7712784294506e-58,"infA","translation initiation factor IF-1"
"A1F92_RS04725",1873.11193717061,1.88572493544329,0.119087395618567,4.3448643265984e-57,3.21354046494712e-56,"rpmJ","50S ribosomal protein L36"
"A1F92_RS04730",10130.4585894048,1.98721967031323,0.096095696469978,1.32221189101274e-95,1.69319613646632e-94,"rpsM","30S ribosomal protein S13"
"A1F92_RS04735",11764.7772956105,2.2651771664314,0.084099788469516,1.65439058015052e-160,3.91370718159272e-159,"rpsK","30S ribosomal protein S11"
"A1F92_RS04740",30655.9610365463,2.30081108227628,0.0720877251117063,3.04552717765189e-224,1.21001137481323e-222,NA,"DNA-directed RNA polymerase subunit alpha"
"A1F92_RS04745",20973.0615168405,2.99643485278325,0.0903223600591611,3.07775057652538e-242,1.42357448308241e-240,"rplQ","50S ribosomal protein L17"
"A1F92_RS04750",142.965698605185,-0.681511871380685,0.182504461053332,0.000145283679940889,0.000245492979354861,NA,"polyprenyl synthetase family protein"
"A1F92_RS04755",58.8712756305049,-0.870365536057948,0.282860023120063,0.00132749526981525,0.00209893257201911,NA,"Gx transporter family protein"
"A1F92_RS04760",52.3898001212072,-0.922427435260653,0.278549236294027,0.000584734112781911,0.000953230413209438,NA,"NusG domain II-containing protein"
"A1F92_RS04765",1725.60384706203,2.04678568463427,0.0698915101274713,3.41036175615463e-189,1.04640703785378e-187,NA,"NAD(P)/FAD-dependent oxidoreductase"
"A1F92_RS04770",756.851203785589,1.7845044956994,0.11490625403978,5.5406141582797e-55,3.97462112882148e-54,"pplA","extracellular electron transfer flavoprotein PplA"
"A1F92_RS04780",205.007665400172,-0.851295438411334,0.156556961742916,3.59875904763078e-08,7.48996258469295e-08,NA,"energy-coupling factor ABC transporter ATP-binding protein"
"A1F92_RS04785",360.146464140034,-1.14408998275739,0.159803442384604,4.27377893710924e-13,1.11579114794453e-12,NA,"energy-coupling factor ABC transporter ATP-binding protein"
"A1F92_RS04795",155.821974844223,-1.02368367783814,0.179570581452149,6.88781493389121e-09,1.48748003345846e-08,"truA","tRNA pseudouridine(38-40) synthase TruA"
"A1F92_RS04800",10172.5254138285,-1.56796719578858,0.0880733650504774,2.04694611474378e-71,1.88234006219316e-70,"rplM","50S ribosomal protein L13"
"A1F92_RS04810",565.444228932819,-2.66631575911356,0.143085229611432,4.63071641543235e-78,4.65928252318989e-77,NA,"DegV family protein"
"A1F92_RS04815",6.55771321853258,1.89613759256268,0.748524706255941,0.00202896774390408,0.0031360454056652,NA,"hypothetical protein"
"A1F92_RS04865",22.2411685731043,-1.63291850559741,0.467113405140239,0.000165258903804557,0.000278486863996912,NA,"AraC family transcriptional regulator"
"A1F92_RS04885",39.4543487015017,-0.929377299892936,0.339822652872752,0.00374956086509154,0.00568015677967435,NA,"metal ABC transporter solute-binding protein, Zn/Mn family"
"A1F92_RS04890",52.3436483567841,-3.03936801364103,0.421163173134917,1.45569841508022e-13,3.85573451994326e-13,NA,"hypothetical protein"
"A1F92_RS04895",412.143723561789,1.02894116277949,0.114826613512876,1.77035714423754e-19,5.83652849999164e-19,NA,"L-lactate dehydrogenase"
"A1F92_RS04900",494.489361100395,1.81641916117304,0.117525258560375,1.6239179264797e-54,1.15690152969209e-53,NA,"anion permease"
"A1F92_RS04915",388.241718290525,0.884715454824367,0.119601998983214,8.95370077006369e-14,2.38380744728758e-13,"citC","[citrate (pro-3S)-lyase] ligase"
"A1F92_RS04920",447.844902415062,3.04868019392227,0.136142633254619,5.99701862865959e-112,9.93837472204068e-111,"citD","citrate lyase acyl carrier protein"
"A1F92_RS04925",2194.81820628951,3.32247636161447,0.0725239234543961,0,0,"citE","citrate (pro-3S)-lyase subunit beta"
"A1F92_RS04930",4967.63122874732,3.50209601493862,0.079170763820804,0,0,"citF","citrate lyase subunit alpha"
"A1F92_RS04935",76.8021845043491,0.879087883125464,0.222836063475648,5.00735174017122e-05,8.7522746998255e-05,NA,"flagellar biosynthetic protein FlhB"
"A1F92_RS04940",1037.61481680865,0.702294733455906,0.0967101759165069,2.94646851624166e-13,7.73167310062057e-13,NA,"class II fumarate hydratase"
"A1F92_RS04945",561.187148894302,1.69936653823266,0.113118677137709,1.38361030475784e-51,9.34163035826701e-51,NA,"flavocytochrome c"
"A1F92_RS04950",146.676853372072,1.24286905917867,0.187219624768109,1.36168056004005e-11,3.32533337711908e-11,"citX","citrate lyase holo-[acyl-carrier protein] synthase"
"A1F92_RS04955",281.506094961844,1.04330486291433,0.140307127043922,5.70688917469546e-14,1.53122506947024e-13,NA,"LysR family transcriptional regulator"
"A1F92_RS04970",1034.80491340584,3.62267573634747,0.122823819326157,3.7263996662195e-192,1.19052706862002e-190,NA,"malolactic enzyme"
"A1F92_RS04975",735.101230602518,3.41634871445804,0.119615138511298,2.6671619629893e-180,7.26315243614953e-179,NA,"AEC family transporter"
"A1F92_RS04980",136.517392349863,-0.901459467501497,0.183956382056024,6.22703564166568e-07,1.21444829789314e-06,NA,"amino acid permease"
"A1F92_RS04995",20.3744663350284,-2.1339649088653,0.609906306937642,0.000111775301991269,0.000191059934291751,NA,"serine aminopeptidase domain-containing protein"
"A1F92_RS05000",897.196568158401,0.965277412486236,0.0846427681420953,2.4874982430525e-30,1.07814783989087e-29,NA,"cytochrome ubiquinol oxidase subunit I"
"A1F92_RS05005",1524.92219322453,2.02688378566914,0.0782681440729824,1.60371152215696e-148,3.31326800477628e-147,"cydB","cytochrome d ubiquinol oxidase subunit II"
"A1F92_RS05010",168.066159031168,-1.44655211019975,0.192940971687042,2.3345644450043e-14,6.43666834080813e-14,"cydD","thiol reductant ABC exporter subunit CydD"
"A1F92_RS05015",536.568090887654,0.648427416723034,0.112200669219571,5.92058472251157e-09,1.2848663904106e-08,"cydC","thiol reductant ABC exporter subunit CydC"
"A1F92_RS05025",39.8777660985825,0.917174264379824,0.30535780980392,0.00159821855711903,0.00250778699165158,NA,"L,D-transpeptidase family protein"
"A1F92_RS05035",182.34121491221,-0.95286036822016,0.184216403391965,1.40871044346303e-07,2.85332919234766e-07,NA,"1,4-dihydroxy-2-naphthoate polyprenyltransferase"
"A1F92_RS05040",1861.56113588482,1.89810801379048,0.0875527999882053,7.11847878739622e-105,1.0761056469337e-103,NA,"Gfo/Idh/MocA family protein"
"A1F92_RS05045",75.0457207760252,-1.11544718534245,0.275494615271654,2.72617770130765e-05,4.8582085660451e-05,NA,"glycoside hydrolase family 73 protein"
"A1F92_RS05050",179.610612215696,-1.11909701939155,0.167022372185858,1.11806185610273e-11,2.74119754118857e-11,NA,"xanthine phosphoribosyltransferase"
"A1F92_RS05065",723.227234632947,-1.40196690395959,0.104148827584089,1.14858371655463e-41,6.60382363191615e-41,"pcrA","DNA helicase PcrA"
"A1F92_RS05070",1152.84356378288,-1.17997864372057,0.0899546298674743,1.30989725203094e-39,7.17203460078422e-39,"ligA","NAD-dependent DNA ligase LigA"
"A1F92_RS05075",950.462930847655,-0.716309571522991,0.10245936909463,2.08630672499351e-12,5.30826316974951e-12,NA,"CamS family sex pheromone protein"
"A1F92_RS05095",3387.77922617949,1.29068978493353,0.109141233754398,1.25868913422231e-32,5.80457980201626e-32,NA,"diacylglycerol kinase"
"A1F92_RS05100",629.567644059923,-1.14870743839652,0.106463445948567,1.8877703423684e-27,7.61744829557247e-27,"rlmD","23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD"
"A1F92_RS05105",1104.28317463629,0.895017057976757,0.0766421648615268,1.08353168151401e-31,4.85240560839873e-31,NA,"TetR/AcrR family transcriptional regulator"
"A1F92_RS05110",1413.01340392897,2.38774155251255,0.986174991094715,0.00161381922615078,0.00252970449258536,NA,"cation-translocating P-type ATPase"
"A1F92_RS05135",575.303419700635,1.77800192843518,0.110242166972806,4.43817438629885e-59,3.39602528966423e-58,NA,"DUF4828 domain-containing protein"
"A1F92_RS05140",8256.3055983758,-3.65173175589706,0.113138936220122,3.57195251846165e-229,1.5163672403716e-227,NA,"cold-shock protein"
"A1F92_RS05160",2171.10797141435,5.47506142413388,0.153216950804418,1.37955869748287e-280,7.91713408055447e-279,NA,"universal stress protein"
"A1F92_RS05175",201.046269438054,1.35514958171023,0.146287082967272,7.8366320693513e-21,2.68350527988063e-20,NA,"hypothetical protein"
"A1F92_RS05180",305.714424441689,-2.42032804603804,0.189492544943141,9.13563180925219e-38,4.75820554233152e-37,NA,"hypothetical protein"
"A1F92_RS05185",435.817673137015,5.18900741608285,0.205249805047494,4.63889530062734e-142,8.98496033540258e-141,NA,"hypothetical protein"
"A1F92_RS05190",655.438912612925,0.821767776418141,0.0985818971978435,5.31654537402013e-17,1.61687675309994e-16,"gdhA","NADP-specific glutamate dehydrogenase"
"A1F92_RS05195",35.0513635303058,2.50913521824133,0.361314080803394,5.93631674460703e-13,1.54204908562759e-12,NA,"serine hydrolase"
"A1F92_RS05205",95.6524323947652,-2.6170916951262,0.277437400825008,1.0585456689645e-21,3.71509969209626e-21,NA,"YihY/virulence factor BrkB family protein"
"A1F92_RS05210",637.562885212867,-1.73274595400546,0.124742119050847,1.78333977126239e-44,1.06280191368118e-43,"larD","D/L-lactic acid transporter LarD"
"A1F92_RS05215",245.781997520908,-3.29890522914241,0.213534030845243,2.21422723240713e-54,1.57382802597011e-53,"glf","UDP-galactopyranose mutase"
"A1F92_RS05220",106.546373898644,-4.3749562480975,0.409011007184928,6.64619120394687e-27,2.65077819060893e-26,NA,"hypothetical protein"
"A1F92_RS05225",102.71287887513,-3.58101119335946,0.341470483811702,3.91500211921217e-26,1.53577108448589e-25,NA,"AAA family ATPase"
"A1F92_RS05230",234.278564240177,-3.47089552756246,0.224260228228816,1.30781748672911e-54,9.33854007228923e-54,NA,"hypothetical protein"
"A1F92_RS05235",235.897304900377,-3.2532908406881,0.211546247129979,6.01594331268835e-54,4.21796568462018e-53,NA,"O-antigen ligase"
"A1F92_RS05240",174.647838119047,-3.55485402404036,0.262621577864682,2.69949459224098e-42,1.56077122040201e-41,NA,"DUF4422 domain-containing protein"
"A1F92_RS05245",253.641112297492,-3.07490770342049,0.202490851546652,7.75229380378748e-53,5.35063663651167e-52,NA,"glycosyltransferase"
"A1F92_RS05250",385.965484746818,-2.43194075341806,0.14594921710314,5.27947407493371e-63,4.23862439332113e-62,NA,"CDP-glycerol glycerophosphotransferase family protein"
"A1F92_RS05255",300.094333074947,-1.83894629943519,0.15446891227175,3.0488730643464e-33,1.43158448884992e-32,NA,"glycosyltransferase family 2 protein"
"A1F92_RS05260",344.088226963353,-1.94013655321125,0.151185426895429,2.45580933962261e-38,1.30541220300008e-37,NA,"flippase"
"A1F92_RS05265",137.76310767961,-2.37766336384787,0.229792056384561,9.9412199529117e-26,3.86063165840518e-25,"tagD","glycerol-3-phosphate cytidylyltransferase"
"A1F92_RS05275",303.942760491163,0.688180306640422,0.116648296418794,2.81246380722063e-09,6.22114585194628e-09,"rfbB","dTDP-glucose 4,6-dehydratase"
"A1F92_RS05280",84.7075263653224,1.25321359948525,0.21618869882379,2.98773982747864e-09,6.60414103092461e-09,NA,"tyrosine-type recombinase/integrase"
"A1F92_RS05285",8.52836339581246,-2.90660229675024,1.05371805395965,0.00175910858227267,0.00273943592787085,NA,"YveK family protein"
"A1F92_RS05290",10.7806166497976,-3.3872939278475,1.03306258311791,0.000421466059027686,0.000693271399642674,NA,"CpsD/CapB family tyrosine-protein kinase"
"A1F92_RS05295",8.19006770511347,-2.32262515060042,0.912912411490052,0.00302103600076166,0.0046073772472246,NA,"tyrosine-protein phosphatase"
"A1F92_RS05300",11.7024094926337,-2.25794564709321,0.752907769006635,0.000738641598218224,0.00119407945377062,NA,"GDP-mannose 4,6-dehydratase"
"A1F92_RS05315",9.80664340653191,-1.88292506927267,0.778243916104811,0.0042599392359888,0.00641289418885668,NA,"glycosyltransferase"
"A1F92_RS05335",31.1716991720255,-2.01580562930213,0.443094100428867,1.43339108022633e-06,2.75563210770558e-06,NA,"polysaccharide biosynthesis C-terminal domain-containing protein"
"A1F92_RS05380",20.2253946720195,1.5759140498359,0.477519946956255,0.000270119327851534,0.00044812622966376,NA,"hypothetical protein"
"A1F92_RS05395",40.142278918812,-1.83550964160298,0.369996260334095,2.18876572686828e-07,4.36204822351434e-07,NA,"IS30 family transposase"
"A1F92_RS05410",44.9948966132702,0.754495559735666,0.288354397857158,0.00614759514026538,0.00911550111946526,NA,"Imm63 family immunity protein"
"A1F92_RS05415",75.8555352615137,0.973815526813441,0.217288836322221,4.23915891915523e-06,7.93785709393479e-06,NA,"barstar family protein"
"A1F92_RS05420",28.2251029400063,-1.97219894891161,0.443936875778475,2.68991139567234e-06,5.09226354012742e-06,NA,"glycosyltransferase family 2 protein"
"A1F92_RS05425",27.5523973218494,-1.81881280215117,0.430172622727713,7.64446413181987e-06,1.40511235732561e-05,NA,"glycosyltransferase family 2 protein"
"A1F92_RS05430",57.2468180141424,-3.18430808176344,0.418168536305277,7.30711923369139e-15,2.04929977422711e-14,"glf","UDP-galactopyranose mutase"
"A1F92_RS05435",52.2192656865995,-2.85728881947909,0.389413138497431,6.54072445660118e-14,1.74889603891346e-13,NA,"hypothetical protein"
"A1F92_RS05445",42.9931934951534,-1.3357939004409,0.320861798632416,1.36596603542066e-05,2.47986452476193e-05,NA,"hypothetical protein"
"A1F92_RS05450",35.8961508708921,-0.973313127603997,0.386291326110628,0.0067076990772617,0.00992701023898472,NA,"polysaccharide biosynthesis protein"
"A1F92_RS05475",469.013907797953,-2.20210472353089,0.126913616309487,4.6800541564465e-68,4.07401343562576e-67,NA,"MucBP domain-containing protein"
"A1F92_RS05480",70.0679306513408,-1.96083891182963,0.325449267263983,4.247125516679e-10,9.80032909619377e-10,NA,"MarR family transcriptional regulator"
"A1F92_RS05485",50.3635272169292,-2.05805005288472,0.340928596358855,4.61163895719138e-10,1.06098508747855e-09,NA,"polysaccharide biosynthesis C-terminal domain-containing protein"
"A1F92_RS05490",302.434922890356,-2.09098144142706,0.166110980063563,6.42655284415093e-37,3.28645004356827e-36,NA,"sugar transferase"
"A1F92_RS05495",224.047777073718,-0.668339842320037,0.141153600523611,1.72760785756655e-06,3.29670982179725e-06,NA,"hypothetical protein"
"A1F92_RS05525",629.695292114947,2.62886222446952,0.102460708199144,5.87599118367339e-146,1.182447836247e-144,"recX","recombination regulator RecX"
"A1F92_RS05535",161.561159975253,-3.11799360857802,0.241040875613064,8.25974637391906e-39,4.45939965379358e-38,NA,"C40 family peptidase"
"A1F92_RS05540",88.7910406574531,-2.20900111790378,0.265831592319579,2.63589108157653e-17,8.06379709951201e-17,NA,"helix-turn-helix domain-containing protein"
"A1F92_RS05545",372.885342901101,-1.48788997939788,0.156559652797077,7.29687933169819e-22,2.57258578486151e-21,NA,"type II toxin-antitoxin system Phd/YefM family antitoxin"
"A1F92_RS05550",77.6215837413816,-2.03905150084834,0.277261502222391,5.31809450601156e-14,1.43062281893488e-13,NA,"serine hydrolase"
"A1F92_RS05560",207.406113100424,-2.59409510966164,0.20678277773226,9.81900129596599e-37,4.99656568410486e-36,NA,"AI-2E family transporter"
"A1F92_RS05565",182.87637220167,-1.54028878891586,0.175400588229787,6.28815683790128e-19,2.02567547200167e-18,"tagD","glycerol-3-phosphate cytidylyltransferase"
"A1F92_RS05585",8131.72487976944,1.8707012885719,0.0756937560113383,1.83201818955723e-136,3.42013516231197e-135,NA,"NAD(P)/FAD-dependent oxidoreductase"
"A1F92_RS05590",712.317230797407,-2.78280462348092,0.124990409882286,1.57703776904645e-110,2.55876442213348e-109,NA,"peptide chain release factor 3"
"A1F92_RS05600",215.792504861227,-1.41251438262895,0.159930202736081,4.31708179079815e-19,1.4023727955643e-18,NA,"MucBP domain-containing protein"
"A1F92_RS05605",68.8682217420455,-1.91510721479076,0.284730351033194,5.44538478458052e-12,1.3532676381247e-11,NA,"LysR family transcriptional regulator"
